applicant_id,annual_income,self_reported_debt,self_reported_expenses,requested_amount,age,province,employment_status,months_employed,credit_score,total_credit_limit,credit_utilization,num_open_accounts,num_credit_inquiries,payment_history,monthly_expenses,estimated_debt,dti_ratio,approved,approved_amount,interest_rate
APP00024,29366.971601059646,1198.7977409144,457.71835178658625,21712.644103986393,50,QC,Full-time,30,777.0,39579.00744715196,43.64258819156045,3,1,On Time,439.86347626539936,518.1990969140272,70.16032273888833,0,0.0,0.0
APP00025,45606.64176956222,148.75689783701768,1128.0225477760448,33541.335633668416,43,ON,Full-time,70,692.0,23576.0054868594,8.810353489031025,2,1,On Time,925.318940203644,62.31388265956989,5.553685313548934,1,3240.1660442390557,7.4
APP00026,63288.650487134284,1490.2677520478564,1515.7035760120987,38650.03536094739,41,ON,Full-time,45,680.0,44056.56096192275,32.569857712588345,5,0,On Time,1770.1698005146604,430.4747765507394,36.418710409805115,1,3082.2162621783573,8.53
APP00027,33674.73767311809,1733.5408374088902,727.3251309429439,17129.706770854944,30,QC,Part-time,16,733.0,46916.816935220355,13.857919607642913,3,0,On Time,709.0893144010785,195.05084320043494,68.72540594662627,0,0.0,0.0
APP00028,72247.21143488212,83.44705515919259,1204.2784979899202,46293.8341225988,53,AB,Part-time,12,690.0,25008.306865464067,19.22026211006348,2,0,On Time,861.3203167189276,144.19986386493582,3.78113282718425,1,3806.180285872053,7.67
APP00029,44341.69257303298,819.190658851579,622.4040307439012,46984.84938692495,53,ON,Full-time,55,774.0,44733.733563813585,15.985331100596131,3,0,On Time,623.6921349175207,214.5250627150231,27.97500036420181,0,0.0,0.0
APP00030,51748.62419153363,1398.0896224268333,1237.2942951357745,2993.8314204060266,52,ON,Full-time,74,735.0,42527.19667565392,48.59525339819802,3,1,On Time,1019.4399175887908,619.9859696305219,46.797199892804656,0,0.0,0.0
APP00031,44318.0221517441,1081.1837119814975,1727.3852611965826,1730.5306552679062,43,ON,Full-time,51,771.0,35365.905574812314,60.979896457941784,2,1,On Time,2238.438265904728,646.9827780280203,46.79359969880355,0,0.0,0.0
APP00032,151166.7924956226,268.8831125872756,1342.7421426168744,21828.250177401987,40,ON,Full-time,46,751.0,27126.092721071298,14.929587606018652,4,2,On Time,1461.5318339303767,121.49441330646565,3.0989149358716115,1,8829.169812390564,7.32
APP00033,59471.434726916836,298.79151161743795,1101.587265896369,29941.617298395267,53,ON,Full-time,53,816.0,28791.99605446303,18.128662157920264,5,1,On Time,835.0967141619304,156.58811079706004,9.188538151242403,1,9786.785868172921,6.33
APP00034,35282.57643022995,747.0835514555023,2049.541170175709,14617.332625151019,51,BC,Unemployed,0,762.0,45399.2270012394,4.6650526636796545,3,1,On Time,2055.272639949536,63.53693545533874,27.570112013122888,1,6482.064410755749,6.95
APP00035,90334.29492394529,588.5680651012972,690.8057827413242,13711.273803202943,29,QC,Full-time,13,854.0,33141.26045735773,53.088262027286326,4,1,On Time,647.4111289260755,527.8235757224251,14.830136994110251,1,12458.357373098632,5.92
APP00036,32518.94673824811,635.1251793303683,1101.3186209037815,34238.35765575034,43,QC,Full-time,82,625.0,33836.34394612322,7.913082408837352,2,0,On Time,1162.472356799803,80.32493341783136,26.40122825036158,0,0.0,0.0
APP00037,,232.8257978726675,705.0892190921608,30483.50994812292,47,ON,Full-time,84,763.0,49316.70693674876,20.69890652242786,3,1,On Time,772.6201716635097,306.2405720633196,9.732625904492217,1,7311.626703499949,7.32
APP00038,22475.13661965379,853.7640047012071,1101.6967863238117,9190.196874662372,31,QC,Full-time,96,541.0,29064.67184265551,13.329902586123552,1,0,On Time,1071.172693580497,116.22877330807381,51.790178333922285,0,0.0,0.0
APP00039,30819.626053243825,2361.3320853200535,1210.8616538609424,44340.54719999278,50,BC,Full-time,56,774.0,50000.0,29.41647657283904,2,2,On Time,1311.9281355072364,441.2471485925856,109.12186523240423,0,0.0,0.0
APP00040,66067.39378220949,280.48108999216805,1392.446003667245,34318.827437892425,48,ON,Part-time,16,685.0,38236.75186350883,44.20790506839454,2,3,On Time,1215.0371745245582,507.11000895172685,14.305230835171393,1,3401.684844555237,8.01
APP00041,86615.43310073898,699.4277047229269,832.6945890585939,18766.236209281407,35,QC,Full-time,120,773.0,32917.52826729292,23.150847179533056,4,2,On Time,601.3940865072316,228.62059993321733,12.857500398250293,1,8315.385827518474,6.98
APP00042,65230.611586616986,1291.9493559677721,213.2796189203324,34497.60980956635,23,ON,Full-time,35,847.0,50000.0,22.007955268482654,1,0,On Time,156.43309087128608,330.1193290272398,29.84001490480221,1,11480.765289665425,6.42
APP00043,56510.16761919293,178.56762224460314,714.0001295074941,6520.001251622981,47,ON,Unemployed,0,760.0,32251.73608661087,43.93253600606877,2,2,On Time,864.9241339205943,425.0701670649778,12.818318856401268,1,6520.001251622981,6.68
APP00044,51505.720193659006,860.2693898838911,1186.8781835706704,23944.550104128746,63,ON,Part-time,43,638.0,43934.47608539931,13.077639481945665,1,0,Late <30,1073.7945920316429,172.3677717219047,24.058776176078236,0,0.0,0.0
APP00045,28587.904987265712,1698.1032231092863,978.2711738900085,9280.236068418406,43,BC,Part-time,48,571.0,28041.39762518822,5.949619270458599,3,0,On Time,1238.552822615761,50.050691904423545,73.3801479664528,0,0.0,0.0
APP00046,41776.02526879508,342.44046236298277,1063.268534655471,3030.1310602933945,47,ON,Full-time,43,733.0,49939.204041450095,29.143142139148125,3,3,On Time,1045.7538094780439,436.6155965087701,22.37808084017054,1,3030.1310602933945,7.25
APP00047,47556.82612821127,924.1875348487002,1254.5952196954916,17577.98724412669,26,QC,Unemployed,0,651.0,24310.898094643144,23.18747118791721,4,1,On Time,1512.7633085649252,169.11247473657878,27.587207101780592,0,0.0,0.0
APP00048,101575.85244672929,1615.5804117446123,389.74098201989017,8386.03869055838,39,BC,Part-time,11,746.0,22720.13139605124,31.670896367663286,2,0,On Time,304.90860377490446,215.87007807120958,21.636447392174976,1,7339.3963111682315,7.29
APP00049,71097.62025122158,3414.793167615493,1291.4449929161224,32042.37989073741,38,BC,Part-time,7,629.0,23804.66340631976,17.038375253049683,5,2,On Time,1568.8081077317647,121.67783636682479,59.689272155432896,0,0.0,0.0
APP00050,24797.048731724328,889.0889973833594,2106.299215934345,34029.3268068678,29,ON,Unemployed,0,587.0,19919.68928267966,45.054740257514716,1,2,On Time,2660.3307526217077,269.2429279924595,56.05498966789042,0,0.0,0.0
APP00051,70406.57866296772,452.3714218154973,652.159487659973,8285.923005103563,45,QC,Unemployed,0,655.0,38879.647786965026,14.614876100389118,5,1,On Time,829.8983867072446,170.46637056997852,10.615561287821667,0,0.0,0.0
APP00052,49387.80744170998,455.7350059888577,1408.85902132506,2206.0372745678874,44,BC,Full-time,39,730.0,29624.73313118206,20.305824961036787,5,2,Late >60,1240.197533398853,180.46639364376304,15.458100270197214,0,0.0,0.0
APP00053,42682.27466694224,219.06614632931002,863.1008251070689,39847.71752012286,36,BC,Full-time,54,692.0,38460.64556414954,20.29170314867416,3,0,On Time,976.4706194280428,234.12960080822822,12.741469399386304,1,3167.056866673556,7.97
APP00054,81294.86597642384,2488.3058195614162,1046.355120144803,1100.7940156995521,39,QC,Full-time,49,598.0,33934.2764008332,11.255017537684074,3,1,On Time,771.6567523920634,114.57926280599894,38.42139428271802,0,0.0,0.0
APP00055,100257.76126235511,1549.128942679826,1332.5205809690137,17851.741370005646,64,ON,Full-time,109,860.0,49475.63971021648,34.19689619321795,1,1,Late <30,1164.0837313895634,507.57399457899743,24.616982203025632,1,13006.444031558878,7.58
APP00056,95381.51347379487,298.71953404683586,975.0043185159219,25234.58160423782,32,ON,Full-time,48,666.0,42160.680350439754,46.958065511499115,3,1,Late 30-60,875.7290023095968,593.935196971597,11.230537639942325,0,0.0,0.0
APP00057,39355.50877733504,429.86913665739337,627.9437873934148,41113.46723838321,26,AB,Full-time,118,453.0,16289.26128159041,12.190369575885432,3,2,Late 30-60,706.6473514116633,59.57163454222448,14.923677616836859,0,0.0,0.0
APP00058,51297.32123090885,878.0506245586183,1000.7527758517294,42089.373494560896,26,BC,Full-time,85,773.0,24750.34785231299,55.70560105540162,4,0,On Time,893.6062263275307,413.61990103300917,30.21609303403563,1,7432.433030772721,7.55
APP00059,70659.77352012864,1689.4134959490334,456.2963652065264,36522.03258991232,42,ON,Full-time,34,678.0,21145.60315373707,19.184002157788306,3,0,On Time,337.56074612453494,121.69718895870814,30.757709989972998,1,3166.4943380032164,8.39
APP00060,97516.07971687509,1200.9288554617638,295.7369043677525,13112.683504454995,19,ON,Full-time,90,662.0,22608.359301436016,32.264973179668644,3,2,On Time,290.0049147606008,218.83743194914354,17.471165266688438,1,3037.901992921877,7.45
APP00061,47118.118194446244,1119.302255901462,150.29479365929947,36289.15978163937,33,ON,Full-time,63,660.0,29810.498148766863,62.30472978278391,3,0,On Time,132.2564415224058,557.2005095547298,42.697021775045314,0,0.0,0.0
APP00062,54566.232152773635,970.3946634006513,1789.575281747857,13080.420695970142,28,NL,Part-time,25,661.0,45407.41981872751,21.19850459409349,3,0,On Time,2080.937232155129,288.770819289968,27.691092450698708,1,1914.155803819341,8.41
APP00063,34435.128959942755,314.6499920460635,1077.6059511759358,11515.80139485338,39,ON,Unemployed,0,846.0,37333.13730913031,70.17261780009699,1,1,On Time,1087.2475257350518,785.9291927016427,38.35313128153428,1,10660.878223998569,7.21
APP00064,32922.009273227784,886.775266036464,1218.4379111132826,27809.269757296086,39,ON,Full-time,44,726.0,34932.88186116048,45.584760598747046,4,2,Late <30,1078.0558469117952,477.72211699959405,49.73562962254563,0,0.0,0.0
APP00065,89882.89282516975,807.8459688752088,942.5618404380492,34263.867747869066,44,QC,Full-time,86,706.0,44178.5633754499,33.01696303879139,3,1,On Time,690.7301766464161,437.5925982222397,16.627483089845864,0,0.0,0.0
APP00066,117962.25911560976,215.82906118676027,247.7917859835077,3599.536529672349,47,BC,Full-time,76,653.0,43583.780267238464,75.23093060379347,3,3,On Time,205.80036491121268,983.65450462068,12.202040633676345,0,0.0,0.0
APP00067,57756.7173408317,2447.389235569492,1720.2708903578557,3941.1074551058136,53,BC,Full-time,54,852.0,50000.0,68.70013966554535,1,0,Late 30-60,1379.5727738769249,1030.50209498318,72.25946675665254,0,0.0,0.0
APP00068,98890.3014846202,507.8146276034505,628.7437610424912,39424.3636540227,35,BC,Part-time,2,764.0,48176.349425865534,17.667059054678813,2,4,On Time,571.6504169994465,255.3403231036824,9.260624420191357,1,8172.257537115505,7.2
APP00069,71741.02312282495,222.08900783399181,163.17340331382184,43115.36529730851,32,AB,Full-time,87,778.0,38978.29972645271,28.93073741975614,4,1,On Time,117.82689430383117,338.30128633636673,9.373553982539724,1,8193.525578070623,6.66
APP00070,43366.39548989126,582.3113068750959,708.6375098790332,30617.604900752805,50,AB,Full-time,33,707.0,27699.593944799686,46.46759430353267,0,0,On Time,513.927841826934,386.14004813986264,26.798206604209156,1,3934.1598872472814,7.3
APP00071,71732.3996692858,677.8561528304703,1603.9984346004037,22012.57247563741,20,ON,Part-time,11,779.0,42015.11435368425,48.830470469908796,5,0,Late <30,2003.2228665063437,615.4853402212259,21.63610584362718,1,8243.309991732145,7.45
APP00072,129187.26317483674,789.1884255716648,451.65538995427187,42420.50750036011,49,QC,Unemployed,0,719.0,27229.825544733463,24.703635567588712,4,0,On Time,557.8798378260625,201.80270604783396,9.205159461687785,1,6679.681579370919,7.19
APP00073,58811.164037321854,668.8356094964354,671.0441311220151,36712.034605991175,41,ON,Full-time,33,642.0,20691.011124159755,16.055426252908262,2,0,Late >60,755.5673907925931,99.66090096061544,15.680625058929815,0,0.0,0.0
APP00074,130917.39462521822,824.1557589237074,641.7732501018626,29400.11572313216,45,ON,Full-time,55,716.0,47810.296702485895,18.837577439963574,1,1,On Time,726.8850080228948,270.18904996821396,10.030857812513672,1,6572.9348656304555,7.53
APP00075,20000.0,933.6763485567571,442.5653775535834,16668.098975489404,44,ON,Full-time,73,889.0,43909.143278374744,8.829771805296122,4,1,On Time,330.6077328937007,116.31231459423032,62.99931978905925,1,12450.0,7.77
APP00076,90305.28385884807,898.088958610772,872.2689702536408,10701.758021183996,41,QC,Full-time,115,700.0,35230.726268839826,4.063509716986469,4,0,On Time,688.0868945095638,42.94811955897632,12.50474441305967,1,4757.632096471201,7.65
APP00077,62537.617465711475,1113.3394089805445,483.57744928534225,21514.97892430427,42,AB,Part-time,10,807.0,43875.5901613424,31.374770924702506,5,1,On Time,419.8272495690583,412.97597714947466,29.28762779234838,1,9413.440436642786,6.96
APP00078,51559.73538000993,1161.7501274709193,1762.3734136739547,15054.306222050365,26,QC,Unemployed,0,799.0,38397.01749575065,26.89161810273773,2,0,On Time,1762.6827565949175,309.7673792339597,34.2480618845549,1,8738.993384500249,7.66
APP00079,62685.183336192444,1182.756869134912,279.9428728450159,17623.670798988587,32,AB,Full-time,35,736.0,35164.032886691915,15.979696757844541,2,0,On Time,338.37900646806526,168.57317469366288,25.868889046672557,1,5867.1295834048115,7.72
APP00080,22163.798590270853,1397.9780250507188,355.7903816749606,26265.92171028959,61,ON,Part-time,19,845.0,50000.0,54.69877477031255,4,1,Late 30-60,459.0907030473524,820.4816215546882,120.11260457379728,0,0.0,0.0
APP00081,53646.10021714487,461.5538434078106,670.5086566225098,9285.60389062888,48,ON,Full-time,88,462.0,28949.77246318194,48.895575791043896,2,1,On Time,782.7327142661546,424.65473808209646,19.82344091151696,0,0.0,0.0
APP00082,71578.94788451088,476.20813510405975,813.3880351141482,40502.65732361745,52,BC,Full-time,52,496.0,19097.829217263,35.75166857005763,1,3,Late <30,644.0274987804421,204.83377817494497,11.417467287356596,0,0.0,0.0
APP00083,,1694.704705219839,532.5840858238639,8130.943624023605,35,ON,Full-time,57,852.0,35503.78160383667,15.108879357789299,5,2,On Time,659.8817660144286,160.9267058993002,17.762866274679627,1,8130.943624023605,6.29
APP00084,46205.99778654184,597.0192186784279,1265.9409250079011,24568.68833162667,40,ON,Part-time,3,615.0,34701.3169471821,13.922753392277912,5,1,Late 30-60,1411.9243049747279,144.94136347286718,19.269201861947067,0,0.0,0.0
APP00085,39964.75415579039,755.6541626744429,729.4656194738936,37552.595565941396,46,QC,Part-time,13,691.0,36514.98064172566,13.000692918167593,1,2,Late 30-60,549.4919101657645,142.41601507077286,26.965866200333327,0,0.0,0.0
APP00086,46589.080946626,704.1971275256462,1113.926707317368,24766.014676790215,54,QC,Full-time,30,855.0,50000.0,27.200681885747684,3,0,On Time,1007.2924441337484,408.0102282862153,28.64724523120024,1,11414.72702366565,6.58
APP00087,94627.27747243758,3334.6850755857713,1690.7030394639614,18690.0811158433,38,ON,Full-time,54,699.0,41314.60809393819,38.388531523490514,3,1,On Time,1998.7381579485807,475.8021405584408,48.32205661528123,0,0.0,0.0
APP00088,70571.06920252321,395.39390613746787,2012.0623407429332,24269.673985314796,45,QC,Full-time,68,848.0,49473.92144617546,6.748220238574751,5,0,On Time,2461.5503384596673,100.15827539542158,8.426436279899889,1,11664.27673006308,5.6
APP00089,45941.305719418975,388.7316930097184,680.4464276648622,42584.86424483288,48,AB,Part-time,75,641.0,41798.78723497644,71.52800662527399,3,2,Late 30-60,781.8670795818608,896.9351790815437,33.58198515148835,0,0.0,0.0
APP00090,77391.61470441605,826.3382905761123,867.9441849320136,49531.153215913924,51,ON,Full-time,64,741.0,44950.63371254197,17.37704727416835,6,1,On Time,858.2864459108888,234.33278610800022,16.446294561525765,1,6484.7903676104015,7.57
APP00091,62852.04647052314,720.0297630016476,971.9991083004945,31926.02117518234,37,ON,Full-time,62,685.0,27204.01844599153,29.907505275248248,1,0,On Time,1261.293008111018,244.08129755443267,18.40724904971685,1,3321.301161763078,7.22
APP00092,97180.22228070487,295.9828044198859,694.3203482823859,39878.75808978634,55,ON,Part-time,18,829.0,50000.0,24.10435420038913,4,2,On Time,487.05533420282916,361.56531300583697,8.11953011006371,1,11379.505557017621,6.07
APP00093,42149.30409370507,775.3736729800291,423.77964435587313,1709.9456218051446,22,ON,Full-time,42,653.0,28354.101198110562,19.112875010680803,5,2,On Time,323.5569641512214,162.57851767190462,26.7037060986831,0,0.0,0.0
APP00094,50826.28528924849,843.7204692202322,1458.4437982304664,44137.85606670406,26,ON,Full-time,134,583.0,38732.05937779546,11.687401989423861,2,0,On Time,1424.1763045741072,135.80314434795892,23.126386860510397,0,0.0,0.0
APP00095,49214.61560137578,548.7125432493011,423.93166392625614,47748.43823646799,45,SK,Part-time,30,633.0,39860.51550665436,9.764334926947093,4,3,Late 30-60,477.1423536498757,116.7634271303224,16.226300961562814,0,0.0,0.0
APP00096,28803.221742713624,739.8441592600906,1540.713828433283,29183.297746120956,45,BC,Full-time,83,637.0,20997.695725888843,18.730749192428377,3,0,On Time,1103.55267989451,117.99077167816476,35.739124127192994,0,0.0,0.0
APP00097,69429.01471093169,430.1777774450453,1066.3060005625468,37936.43824095077,37,QC,Full-time,88,615.0,,42.7182563693629,1,0,Late <30,1020.5001518811982,479.60004014496053,15.724454475602863,0,0.0,0.0
APP00098,68222.35909639139,296.6684179948561,950.5529427921057,26124.492405043668,34,ON,Full-time,40,611.0,30552.788941078154,36.12412518459131,2,1,On Time,808.642622433226,331.10783173377126,11.042296244988693,0,0.0,0.0
APP00099,60027.41949034858,593.3229188950199,509.5686857493391,15023.983282323896,34,ON,Full-time,67,792.0,50000.0,35.4568359857192,1,0,Late <30,527.9930997313355,531.852539785788,22.49322995858686,1,8600.685487258714,8.01
APP00100,53247.51593163687,341.87546914277567,197.54177299529448,42760.150627167626,29,QC,Full-time,56,,39636.14110109582,17.66068838544832,4,2,On Time,175.4886956008044,210.00046103643413,12.43722086613954,1,9831.187898290922,6.11
APP00101,29504.98847781363,243.88687826229162,1437.6136976475457,30244.998887801146,39,BC,Full-time,30,719.0,23497.1428245078,13.137345149239318,5,1,On Time,1570.1745276619483,92.60702259195928,13.68557324903666,1,4187.624711945341,7.44
APP00102,48517.37880494381,118.22608561635833,505.2399099991499,29389.771105778942,21,QC,Full-time,18,615.0,25661.15945159058,8.894784907562238,7,4,On Time,398.21104436718787,68.4751481401668,4.617757307305333,0,0.0,0.0
APP00103,50445.19314893446,982.595921234386,1104.9025143224897,33297.477988219114,53,ON,Full-time,71,621.0,29316.402091788976,19.273040119445042,3,1,Late <30,1277.285989696164,169.50485810184946,27.40639591014601,0,0.0,0.0
APP00104,40089.16452318904,577.1596837644009,1139.379757672788,42944.15512561357,44,QC,Full-time,68,472.0,,36.91151783386055,2,1,On Time,1170.6122510855655,280.5504844665803,25.674074631358813,0,0.0,0.0
APP00105,55235.27920593197,1701.5002042429865,821.3135861585292,36863.40016277725,55,BC,Full-time,56,717.0,25872.393884260964,41.25456289463533,3,2,On Time,945.2746393134482,320.2062902199067,43.92206988418604,1,4730.8819801483,8.92
APP00106,73278.71241277449,617.1496451956781,957.2192707537894,11345.085516571517,41,ON,Full-time,103,611.0,30918.619410442923,34.383093426352275,2,1,On Time,950.6286647028246,318.9233339409264,15.328975332379144,1,1831.9678103193621,8.32
APP00107,153751.50136631745,979.1055531657076,1057.3473213999791,23874.353675958657,39,QC,Full-time,50,827.0,40803.28029312633,21.1903890850542,2,2,Late <30,981.1273713074909,259.39121560736135,9.666221853579025,1,12693.787534157937,7.29
APP00108,65335.375480845214,486.7890063831809,911.3606490901801,49034.618267324106,41,QC,Full-time,92,542.0,34398.84425392665,19.17693465344408,3,3,On Time,767.700908233738,197.89931652346547,12.575514894360055,0,0.0,0.0
APP00109,68102.90815163254,806.9621895301735,472.25914923042217,28173.474974375957,31,ON,Full-time,19,620.0,26099.59218821962,22.57989048752974,1,0,Late >60,581.5284305868009,176.79778001375573,17.33423719328227,0,0.0,0.0
APP00110,57686.41841980109,119.36143107640962,281.9743159613191,46974.02232006913,25,NL,Full-time,53,670.0,32147.067498500317,30.59966703174421,3,0,Late <30,271.2696288377692,295.1068684503348,8.62182075185607,0,0.0,0.0
APP00111,22939.472424310374,586.1323366327227,535.6069820094531,40855.10482933974,28,QC,Full-time,72,726.0,33065.31175238515,19.347644666095544,1,3,On Time,527.740164135263,191.92077076764625,40.7011857818919,1,4373.486810607759,8.29
APP00112,59085.632106662604,397.67199983918186,645.1904363302649,33635.14864862918,34,ON,Part-time,24,860.0,47548.759154113766,42.65161375536424,3,0,On Time,655.6692332510787,608.4093929964299,20.433016087960187,1,11977.140802666565,5.63
APP00113,61704.68290395539,1585.0413572853822,1741.625276181536,18118.894930328006,29,ON,Full-time,19,542.0,34388.577187684015,27.455243943817013,5,0,On Time,1762.213897829661,283.24403267059364,36.33342499201885,0,0.0,0.0
APP00114,200000.0,933.5775657256844,366.5684343389246,15911.648028746511,56,ON,Full-time,60,649.0,37009.20247809521,34.74854147772849,3,2,On Time,385.7200878506222,385.804742210323,7.9162938476160445,0,0.0,0.0
APP00115,54383.687057610245,1436.427612459462,1883.32762568438,32527.632199581807,31,ON,Full-time,63,537.0,26099.25242798035,32.609647554314066,3,2,On Time,1470.6073838561485,255.32622693225443,37.329293343415834,0,0.0,0.0
APP00116,69617.66845141408,1828.5924277657,2227.8069214024854,22195.50080147413,44,BC,Full-time,56,758.0,42078.99635396953,45.69724385749856,3,1,On Time,2673.8027364548143,576.8682472998415,41.462934256311165,1,7140.441711285352,8.09
APP00117,58843.93890685374,547.5425191486348,548.036459390683,40138.92751801963,47,QC,Full-time,55,615.0,26377.20147288302,21.504052178048205,3,0,On Time,496.8569301813967,170.16501503512995,14.63615551609862,0,0.0,0.0
APP00118,33378.29045284421,904.4431042922643,2183.4458144348864,38262.380237469595,54,AB,Full-time,50,669.0,23926.111765593032,21.626286382498797,1,2,On Time,1728.0869502134824,155.22988351871666,38.096845827669455,1,1784.4572613211053,8.91
APP00119,106023.008117994,313.0260652881479,749.4091048769302,16294.3938501872,48,BC,Part-time,5,662.0,28326.130639373514,23.259522049659033,2,0,On Time,601.7270483130869,197.65567805640916,5.780048150788718,1,3250.57520294985,7.99
APP00120,87200.6022441985,1088.2849506158857,675.7445126140742,35433.71037002634,37,ON,Full-time,41,691.0,32993.57960240065,27.836024482488398,4,0,On Time,619.5085197142521,275.5230268732063,18.767870070482136,1,4230.015056104962,7.33
APP00121,88922.09902080028,1203.0736906847471,1742.4772864218473,25232.959314762018,60,SK,Full-time,93,664.0,31586.876620550698,34.61018531246256,1,2,On Time,1489.462420103948,327.9682959837453,20.66134745168835,1,2923.0524755200067,8.26
